RUC,company,total
1075684-1-553258,"INVERSIONES VANCOUVER, S.A",40
8-504-780,ELIA JUDITH RIVERA DE ALVARADO/MUEBLES Y SUBASTAS PANAMA (MSP),40
46068-11-302337,ALLIED CHEMICAL INDUSTRY DE PMA S A,40
155616325-2-2015,"SHIRE PANAMA, S.A.",40
49721-63-316003,CARBO CALCIO DE PANAMA S A,40
3-700-2285,GERARDO GAVIRIA,40
7552-1-364959,REPRESENTACIONES TEC ESPECIALIZADAS S A,40
965299-1-528792,CENTRO COMERCIAL EL 20 S A,40
2264586-1-784032,DISTRIBUCION Y SERVICIOS C S A,40
155610103-2-2015,GRUPMEL INTERNACIONAL S A,40
8-737-329,JUAN CHAN/ NOT ANOTHER CAR SHOP,40
E-8-106991,NESTOR OSWALDO BONILLA GARCIA,40
966371-1-529025,JOFINA PROPERTY  S  A,40
155639044-2-2016,"ANABELLA LATAM, S.A.",40
8NT26478,OSCAR ESCOBAR RODRIGUEZ,40
871141-1-509204,INTERNATIONAL FREIGHT SERVICES INC,40
155633050-2-2016,"GRUPO AMADA,S.A",40
8-761-1797,VIELKA EDITH MENDEZ,40
1506089-1-648683,INVERSIONES YIN  S A,40
1824228-1-709493,HIGIENE VITAL  S A,40
155615169-2-2015,"DISTRIBUIDORA COMZA,S.A.",40
1237130-1-590240,GRUPO 1818  INC,40
1269968-1-597560,ALTA SEGURIDAD PANAMA  S A,40
155639690-2-2016,"E-BELLA, S.A.",40
2247415-1-780826,GRUPO ROLAN CORP,40
13741-161-134734,MELIZABETH S A,40
2128152-1-761499,AUDITEL CENTROAMERICA S.A.,40
3-727-1035,genesis galindo,40
771410-1-485476,FERRECENTRO OSCAR S  A,40
155615588-2-2015,CALIX AMERICAN CORP,40
1024943-1-541337,VISTA MAR GOLF & COUNTRY CLUB  CORP,40
2691940-1-846945,INV Y SERVICIOS A & M CORP,40
155644804-2-2017,EUROCORTE PANAMA S.A.,40
155666030-2-2018,"MAX MOVIL CENTER, S.A.",40
155602562-2-2015,"ISTME?A DE PARTES, S.A",40
155645236-2-2017,ITS A WRAP INC,40
1333688-1-613519,COMIDA ANIMAL  S A,39
1547985-1-656867,MAROZ  S A,39
5476-2-67702,CONSULT MECANIZ AGRICOLA S A,39
1516804-1-650722,KTK PANAMA  S A,39
2172998-1-769038,"AGROFINO, SA",39
1147121-1-570989,FOTO PORCELANA  S A,39
2212457-1-775175,"ITAL TECNO PANAMA, SA",39
298459-1-409759,FABRICA INTERNACIONAL DE T SHIRTS IMPRESOS S A,39
1042397-1-545450,PAYPRO INC,39
638-562-129776,METALICA PEREZ S A,39
63961-21-356475,INDRA PANAMA  S A,39
4-730-2126,LA COCINA,39
155660909-2-2018,GLOBAL ACABADOS INDUSTRIALES R K J SOCIEDAD ANONIMA,39
155596808-2-2015,"OPTIGLASS, SA",39
361256-1-418992,PROVICAR S.A,39
8-868-429,JESSICA ITZEL CHU,39
155614885-2-2015,N M J  S.A. /  ZONA FRANCA MALL,39
1924725-1-726854,GINSENG S A,39
2039958-1-746241,"INVERSIONES HEYLI, S. A.",39
1817972-1-708478,J & C MEDICAL SUPPLIES  S A,39
2331284-1-794498,SERMED & TECH S.A.,39
1245614-1-592096,SKY SOLUTIONS (PANAMA)  S A,39
155606006-2-2015,MONIV S.A.,39
2042899-1-746707,"CATERING EQUIPMENTS PANAMA,S.A",39
155627710-2-2016,"SUSPENCIONES PANAMA, S.A.",39
1667143-1-678859,QUALITY PRINTING GROUP  S A,39
155625148-2-2016,VIZION GROUP S.A.,39
155624611-2-2016,"CINEMA PROPERTIES FEDERAL, S.A",39
1639447-1-673456,LIM IMPORT  S A,39
2325206-1-793655,SMARTBRIX CENTROAMERICA S.A.,39
N-21-1476,VANITYS / PIEDAD OBANDO SALAZAR,39
8-852-773,MEHFUZ RANGUNI,39
22029-79-197422,IMPORT DE PARTES Y REPUESTOS DIESEL S A,39
E-8-151649,ARGENIS JESUS COLL LARA,39
3-437-460,COOP. D/S.D.T. JOAQUINA H.D. TORRIJOS R.L.,39
271-579-10347,INSTITUTO ALBERTO EINSTEIN,39
1308215-1-607559,GMG PANAMA  S A,39
6-74-80,PAULINA MARIA DOMINGUEZ DE LA,39
542-72-13682,K  P   M   G,39
19642-97-178994,CERVECERIAS BARU PANAMA S A,39
1306486-1-607113,QUIMICOS Y SUMINISTROS  S A,39
37909-1-26484,DHL GLOBAL FORWARDING ( PANAMA ) S A,39
34764-67-257645,DISTRIBUIDORA CASA DEL AGRICULTOR PMA SA,39
155593261-2-2015,GELATO FACTORY SA,39
2687007-1-846046,MAMPORT S.A.,39
3-110-1000,SARAHJANE JHANGIMAL QUINTANA,39
E-8-108093,RAMON DE JESUS AVILA CHACIN,39
155608935-2-2015,"GRUPO DIASOF, S.A.",39
155683657-2-2019,ALMACEN PUNTO MARAVILLOSO / SHIFAA SA,39
545444956,COREY ANDREW COURTWRIGHT,39
8-910-1492,ABRAHAM ALEJANDRO MORALES CORNEJO/ DRAGON IMPORT,39
155661512-2-2018,MODA COMPANY INTERNATIONAL GROUP S.A.,39
BA153844,ROBERT BEZEAU,39
776755-1-486884,TVEEZ PANAMA S A,39
2067121-1-750836,"ALCOHOLES Y MARCAS, S.A.",39
155660834-2-2018,"BTM GROUP, S.A.",39
7-92-464,LUIS ALBERTO TEJADA (OFICOMER),39
983095-1-572,MARKET GLASS O H & S INSPECTION AND CONSULTING SERVICES S R L,39
187750-1-255,CISCO SYSTEMS PANAMA S DE R L,39
190569-1-393791,AGRO INVERSIONES TROPICALES S.A.,39
34667-59-257174,PRODUCTOS AHUMADOS DON LUCHO S A,39
E-8-65063,TUNG CHUNG KEVY,39
8-412-159,ABDIEL RAMON MORALES ALBA,39
155609668-2-2015,ALKEMY PANAMA S.A,39
155599829-2-2015,ABED FAYAD S.A. CENTRO UNIVERSAL DE RIO SERENO,39
8-910-1492,abraham alejandro morales ornejo(dragon import),39
E-8-51212,OSMAR SALEH,39
1101514-1-559919,BOBINADOS MAGNETICOS S A,39
116757869,EDGAR PALOMINO HUAMAN,39
400021-1-424234,DESARROLLO POSICIONAL S A,39
2348793-1-797411,FIVE STARS IMPORTS AND EXPORTS,39
155657843-2-2017,"CENTRAL HOGAR, S.A.",39
1167217-1-575333,GRUPO MULTI GOLD S A,39
946225-1-524816,ADMINISTRACION Y SUPERVISION DE OBRAS CIVILES  S A,39
605147-1-452346,INMOBILIARIA Y CONSTRUCTORA DEL ISTMO S A,39
E8-86436,ZUI XUE YING / HUNGFA PANAMA,39
4-736-1122,RONALD LESCURE/ LA OFERTA DEL PUEBLO,39
4-142-1470,GIOVANNI GONZALES CABRERA,39
1724951-1-691171,ANIMALES EXOTICOS S.A,39
1873755-1-717651,LUSA S A,39
191603147,ANTONIO BARRERA,39
1830591-1-710408,GRANQUARTZ S A,39
1001815-1-536263,ICE GAMING CORPORATION,39
254163-1-403564,INDUSTRIA PANAME,39
1236462-1-590075,EVENTOS EXCLUSIVOS  S A,39
338332-1-415797,"LIVISTO PANAMA, S.A.",39
155668244-2-2018,"STIA COMER. DE PANAMA, S.A.",39
31609-104-244066,HAFEZ S A,39
155616880-2-2015,DISCAYCA PANAM,39
155648244-2-2017,"CA SPORTS PANAMA, S.A.",39
155663986-2-2018,"PROMOTORA ROYAL VILLAGE, S.A.",39
4-777-1526,ELENA KAYANG LOU BARRIA (AMP. DIST. ELENA),39
PE-9-1874,SERGIO FERNANDEZ / GREEN PANAMA RECYCLING,39
E-8-109323,ALAN EUGENE HANDT / PANAMA VISION,39
107950-1-379571,RANCHO LOS ALAMITOS S A,38
8-489-987,MARVIN HANONO,38
1557715-1-658462,SISTEMAS AEREOS DE PANAMA  S  A,38
1989717-1-738465,HORMIGON EXPRESS  S A,38
544653-1-442304,ENDOVIEW S A,38
8-919-2182,XTRA FIESTA / RICARDO ZHONG YUAN,38
E-8-98241,EZRA CHABOT,38
1556204439-1-2016,"CASA BELLA & LAMPARAS, S.A.",38
2360999-1-799293,"E LIGHTING SOLUTIONS,CORP",38
1249464-1-592972,COMERCIALIZADORA DE BIENES & SERVICIOS COLPA  S A,38
155642931-2-2017,M.I.R. INVESTMENTS COMPANY INC,38
7-99-653,TEODORO PEREZ,38
E-8-97202,HECTOR ERAZO,38
1616522-1669428,"TOMY Y GISELLE, S.A.",38
2636065-1-838815,STAY BEUTIFUL PANAMA SA,38
7-82-191,DE LEON DIVA A SOLIS,38
2027776-1-744364,BAUER EQUIPAMIENTOS DE PANAMA S A,38
1512081-1-649918,VISUALTEK LATIN S.A,38
138895688,FROILAN SEGUNDO SEQUERA ALVAREZ,38
155617617-2-2015,SUPER STORE PACIFIC HOLDING,38
2241837-1-2083,PROMOCIONALES DE OCCIDENTE SA,38
8-950-1350,CHENGUANG COMERCIO INTERNACIONAL 1,38
4-101-1828,JAVIER E SAMUDIO,38
155592180-2-2015,MULTIGAMES ENTERPRISES S.A.,38
42379-1-369783,INTERSALES MILLENIUM 2000 INC,38
36363-84-263162,LAREM S A,38
4-724-696,AUTO ACCESORIOS DMA,38
1302580-1-605914,IMPRESOLUCIONES  S A,38
2218055-1-775996,UBER SHOP CORP,38
8-184-1115,LACIDES PANDALES,38
180876-1-392126,NEW CONCEPTS PUBLICATIONS INC,38
155591708-2-2015,GRUPO ALTOS DE LAS CUMBRES,38
243140-1-401987,INVERSIONES TORAGIO S.A,38
155613501-2-2015,"DIST. AUTOMOTRIZ FORSA, S.A.",38
8-481-49,JUAN RODRIGUEZ,38
2035741-745600,HARRODS COLLECTION,38
TK6998092,HIKARU MOTOHASHI,38
N-20-1244,YIFAN LIU HOU,38
2-722-1984,ROGELIO CHONG ZHAO,38
9-153-628,ADA M VERGARA,38
155614108-2-2015,DIMAFE,38
HC852113,DONALD  PHILIP THOMPSON,38
4-702-1243,JACKELINE CEDE?O / ALMACEN DINAR,38
1604674-1-666944,ZEN COMMUNICATIONS S A,38
1723019-1-690753,AMBIENTES ARQUITECTONICOS  S A,38
2414879-1-806921,NATURAL SLIM PANAMA INC,38
155652738-2-2017,"IQTEK PANAMA, S.A",38
2034267-1-745402,CASA VELASQUEZ S.A.,38
1003090568,JAVIER MARCO MORETA CAMPO,38
155660031-2-2018,"INDUSTRIAS METALPLAS, S.A.",38
8-826-2387,ROXANA LO WONG,38
155604610-2-2015,XERO FUNDS CORP,38
2517812-1-821352,OZAPATO GROUP INC,38
1780330-1-70179,PANAMA ROYAL TRUCKING,38
2691660-1-846872,"INVERSIONES HOU, S.A.",38
155629997-2-2016,CARIBBEAN BOTTLE HOLDINGS S.A.,38
155614885-2-2015,N M J S.A./ZONA FRANCA MALL,38
N-17-823,ELIAHOU GUINDI,38
2316043-1-792249,"GRUPO MAREVA, S.A.",38
155664833-2-2018,BEAUTIFUL SUPPLY S.A.,38
1-NT-2-5002967,CONSOR. ASOC. ACCI. ALMIRANTE,38
429003773,NOAH CLINTON SMITH JR.,38
155615644-2-2015,"AKWEI, SA",38
E8121162,BRAIS M. SANMARIN / B F SERVICES S.A.,38
155608187-2-2015,"WINDOW COVERING PANAMA, S.A.",38
155652993-2-2017,ANANAS TRADING INC PANAMA,38
13971-35-269766,DOBAC INTERNACIONAL S A,38
2419408-1-807624,"VACIADO NACIONAL, S.A.",38
80985-1-375557,ZAPATERIA Y CONFECCIONES HERMANOS BARRIO,38
155624434-2-2016,CTC TECHNOLOGY PANAMA S.A,38
718256-1-472479,DESARROLLO RESIDENCIAL DE CALIDAD S A,38
8-197-100,FRANK DE LIMA,38
155647809-2-2017,TECHCOMM WIRELESS PANAMA S.A,38
1-725-753,JOSE LUIS CONTRERAS CASTRO,38
E-8-87562,WENFENG QIU,38
8-743-751,SUSY CHEUNG LEE / POP STORE,38
155618876-2-2015,"PROSECCO & CO, S.A.",38
2000796-1-740157,MCC FARMA S A,38
155594620-2-2015,"GRUPO VPN, SA",38
60019-66-345802,IMPORTADORA GENETICA S A,38
58507-21-341926,SAOR INTERNATIONAL  S A,38
1240012-1-590923,COMERCIAL UNILAYS PANAMA  S A,38
252462-1-403297,"RESISTENCIAS ELECTRICAS, S.A.",38
1535859-1-654455,YAMOL TRANSPORT SER VICE  S A,38
4-122-1196,SANTIAGO QUINTERO,38
2058798-1-749360,PANALUXE  S A,38
1452702-1-638549,FUSION FURNITURE  INC,38
155607178-2-2015,"INVERSIONES VIOMAR, SA",38
2642236-1-839634,DIPANECO DISTRIBUIDORES,38
155658041-2-2017,"SERVICIOS COMERCIALES, S.A.",38
4-726-1303,SALIM SALOMOM,38
1420571-1-631740,SUPERMERCADO ASHLEY  S A,38
4-80-868,ENAUDINA GUERRA ARAUZ DE ACOSTA,38
47079-59-305949,SIDAL ASIA INC.,38
155634293-2-2016,ONDDI INGENIERIA PANAMA S.A,38
155659409-2-2017,"GAD PRINT, S.A.",38
31577-31-243896,REVISTA PAUTA S A,38
8-793-292,CAROLINA PORCEL,38
396762-1-423744,ESTRELLITA FERNANDEZ DE MALIVERN S A,38
155617433-2-2015,"INVERSIONES CLECASA, SA",38
439620-1-429965,GTC SUPPLIES S A,38
164165-1-388530,DISTRIBUCION IMPORTACION EXPORTACION S A,38
155649572-2-2017,"AMICO MIO PANAMA, S.A.",38
155648244-2-2017,CA SPORTS PANAMA S.A.,38
155605632-2-2015,"K & C GROUP, SA",38
40721-1-280768,"SCHENKER PANAMA,S.A",38
8-490-408,ROBERTO CASTREJON,38
E-8-94138,MI PUEBLO,38
280-379-7165,MAY S ZONA LIBRE S A,38
TH7806014,RYOICHI SHIMADA,38
E-8-102436,RICHARD ORLANDO LEMOS VERA,38
155671493-2-2018,"UNITED GLOBAL FOOD, S.A.",38
325440-1-413884,SOLO MARCAS  S A,37
2145691-1-764584,GESTIONA IBEROAMERICA S A,37
292834-1-409023,AES CHANGUINOLA S A,37
4-243-984,JULIO RODRIGUEZ / TELEMATICA INTL,37
8-830-553,CARLOS LUO CH (AMP. REP. COMERCIALES#4,37
56802-39-337070,DOMINGUEZ JIMENEZ PE?A S A,37
155643920-2-2017,"TERRETO, CORP",37
710389-1-470958,TECH-MAHINDRA PANAMA S.A.,37
155653345-2-2017,EPAV CENTROAMERICA S.A.,37
9-166-430,MARTIZABETH MU?OZ / DISTR. MEYCAR,37
2633858-1-838524,IMPORTADORA SEA BLUE S.A.,37
155617617-2-2015,SUPER STORE / PACIFIC HOLDING PANAMA. S.A.,37
8-834-1061,RODOLFO JUNIER VERGARA,37
4-116-1298,ALEJANDRA YANGUEZ BATISTA/COCINA Y MAS,37
2641953-1-833591,"ICREATIVA BRANCH PANAMA,S.A",37
24279-1-367317,"APOTEX PANAMA, SA",37
32070-144-245976,SERVICIOS DE CARGA SALERNO S A,37
1506736-1-648828,CAJUCSA ASOCIADOS  S A,37
155667159-2-2018,NORDIK DESING,37
7-122-398,IVETH ESPINOZA,37
8-751-1611,DAYANA MONTES,37
2181780-1-770425,MAXIA INC,37
968817-1-529529,ELECTRONICA HONG KONG 11 S A,37
2-742-428,AYAT HISHAM KHDUR CASTILLO /TOP FASHION,37
8-856-1190,JOSE LUIS YAU CHUNG/ALMACEN GRAN FUTURO,37
1433317-1-634516,WITSCHI PANAMA  S A,37
1555782-1-658165,K & F CORPORATION  S A,37
155628005-2-2016,GG&I CONSTRUC.SERVICES CORP,37
8-431-331,JOSE A  HOW/EURO REPUESTOS,37
20919-74-188628,RIMINI INTERNACIONAL S A,37
3-733-100,NICKSON WU HE,37
13690371-1-621333,Distribuidora adames,37
4-100-927,ELSIE DE GRAJALES,37
4-147-2736,LUIS ALBERTO GUERRA VEJARANO/INV. DORETHY,37
155660056-2-2018,"AMK ELECTRONIC, S.A.",37
1036962-1-544029,INTERNATIONAL WOODWORK CORPORATION INC,37
817-476-134499,TROPICAL SERVICES CORPORATION,37
44950-67-297971,CLIPPER SERVICES S A,37
8-858-1390,ALMACEN HAPPY  BIRTHDAY (ALBERTO LOO),37
429221-1-428545,NET CARGO S A,37
1860695-1-715291,"AMERICAN PETS, SA",37
1288380-1-602434,PROCESADORA MONTE AZUL S A,37
155640976-2-2016,GRUPO ARANDA INT S.A.,37
8-164-507,SAUL NOBLECILLA,37
155669557-2-2018,MEGA LABS COMERCIAL INC.,37
155665924-2-2018,"WELLVIEW UNIVERSAL, S.A.",37
1775844-1-700837,FORKLIFT COMPANY MOTORS  INC,37
3-736-1881,ROHIT R WADHWANI,37
155593602-2-2015,"DBEBES, S.A.",37
2634214-1-2375,NEC DE COLOMBIA S.A,37
037438137,LEONARDO ESTEBAN MORALES H/LM POWER,37
155679232-2-2019,"AD-CONSULTORES SAFETY, S.A.",37
8-716-1649,RICARDO ENRIQUE LOPEZ CATA,37
271773-1-406185,AGUASEO S A,37
1592387-1-664786,MICA FULL SERVICES  S A,37
1665892-1-678592,INDUSTRIA DECA S A,37
155636902-2-2016,"DISTRIBUCIONES FERRUVEL, S. A.",37
155665003-2-2018,"AMERICAN DELI, S.A.",37
155636561-2-2016,"JOFIA PANAMA, S.A.",37
2200466-1-773154,INVERSION.GALICIA & PANAMA S.A,37
1022-164-21274,KARISMA OCEANICA S A,37
4-167-571,AMADO BARRERA,37
155617617-2-2015,SUPER STORE /PACIFIC HOLDING PANAMA S.A,37
1602097-1-666514,MAXITRADE CORP,37
636563-1-457271,"HIGH TRAFFIC MEDIA, SA",37
PE-10-1871,SERVICIOS FORD,37
2530917-1-823336,CINEMA PROPERTIES LOS ANDES SA,37
1299062-1-605083,GARCIA COLINAS TRADING & ENGINEERING PANAMA  S A,37
1645630-1-674572,DA WAN INVESTMENT  S A,37
8-236-2036,ERNESTO FUNG,37
51902-2-322673,VENTANALES S A,37
1310764-1-608115,CANTERA PRETELT,37
190358-1-393756,"MEDICAMENTOS VETERINARIOS,S.A.",37
155660082-2-2018,CGP IMPORTS S.A.,37
2680551-1-845133,CLEAR WATER VISIONS SA,37
9-172-119,JACINTO RODRIGUEZ DIAZ,37
155673708-2-2018,"TOOL BOX TRADERS, S.A.",37
155654857-2-2017,"ADDIB, S.A.",37
898-241-102416,PRICESMART PANAMA SA,37
155633967-2-2016,ELECTRODOMESTICOS USA OUTLET,37
155617545-2-2015,BEST COMPANY S.A.,37
155634899-2-2016,CLEAN SOLUTIONS SYSTEMS CORP,37
2447554-1-811785,CRAMBO LATINOAMERICA S.A.,37
262356-1-404694,ISTMUS HYDRO POWER,37
8-173-403,RAQUEL YERO,37
1856309-1-714672,MASTER CARTRIDGE  INC,37
24714-34-214260,RAPID FRIO S A,37
6876-77-77356,SUPREME OVERSEAS CORP,37
155632870-2-2016,PANDORA JEWELRY PANAMA S A,37
PE-11-2369,GRETA CROUSE DE LACS,37
706910339,TIMOTHY JOHN RAPER,37
60147-1-372423,"INMOBILIARIA PAREDES,S.A",37
29658-1-368019,HORMIGON S A,37
E-8-63220,YURU ZHANG,37
1227851-1-587904,AGROPALMA DE INVERSIONES  S A,37
8-849-366,MELISSA MOK/ VENTAS INTERNACIONES,37
1299416-1-605181,PICTURE PRODUCTION S A,36
2490132-1-817528,GOLD DATA PANAMA CORP,36
1813352-1-707676,QCC PANAMA  S A,36
55507-1-371851,COMPA?IA LOS DELFINES S A,36
36185-11-262583,INDUSTRIAS D ELIDAS S A,36
2011741-1-741945,TILAWA PANAMA  S A,36
2250903-1-781545,DATSTER CORP,36
E-8-86477|,DISTRIBUIDORA CENTENARIO,36
155659449-2-2017,ABBA IMPORT S.A.,36
155606297-2-2015,"SK MOVIL INTERNATIONAL, SA",36
E-8-83233,CELLO ACCESORIOS,36
4-137-2429,GUSTAVO ADALBERTO QUIEL SANTAMARIA,36
2-700-1886,CARLA MAROTTA ALVEO,36
1-720-936,ALONSO BANARD FRANCIS/KAV  SA,36
155602562-2-2015,ISTME?A  DE PARTES,36
8-175-699,TELMA CECILIA BODDEN ESCUDERO DE NACHIO,36
1709505-1-688170,SONAMA PANAMA  S A,36
155642003-2-2016,"ZAHER, S.A. / CAPRICHO STORE",36
4-790-1976,JORGE ALBERTO WONG PEN,36
155636787-2-2016,GRUPO MORENO Y ASOC. S.A.,36
8-906-36,DORA I. CHOCK ZHU,36
939-399-109507,INDUSTRIAL ARROCERA DE CHIRIQUI S A,36
155656168-2-2017,"SEMCO PANAMA, S.A.",36
1565542-1-1300,MARS PANAMA,36
55127-29-332815,RECICLADORA CENTROAMERICANA S A,36
969997-1-529829,COMERCIAL ALQUILERES Y SERVICIOS PARA LA CONSTRUCCION  S A   CASCO,36
1239993-1-590917,GRUPO VIVE  S A,36
AN962284,JESSIKA VIVAS,36
2175996-1-769558,CORPORACION SAID S.A.,36
24404-23-212604,GALERIA Y ENMARCADO HABITANTE S A,36
2099565-1-1970,ORTIZ CONSTRUCCIONES Y PROYECT,36
908437-1-516559,BALLET SHOP CORP,36
471467-1-434311,BARCODE CONSULTING AND SERVICES INC,36
251296-1-403175,"INVERSIONES MO. & SONG, S.A.",36
9-746-615,JOSE MANZANE,36
101-37-452,CONCILIO GENERAL DE LAS ASAMBLEAS DE DIOS,36
2290296-1-788417,ALMACEN DINAMICO DE CHEPO,36
E--8-40929,IMPORTACIONES SUN FAT,36
8-426-263,MARTA QUESADA RAMIREZ,36
8-392-919,JOSE CHEN NG,36
155627065-2-2016,BEST MOVIL.,36
4-173-962,VICTOR HUGO SANCHEZ,36
1510262-1-649510,REPUESTOS PUGA S A,36
41001-67-281863,GENERAL CARGO S A,36
2238707-1-779300,"GREENGARDEN DEVELOPMENT, S A",36
277987-1-406967,CENTERVILLE PARK HOLDINGS INC,36
1591609-1-664595,TRANSPORTE Y SERVICIOS LEZCANO  S A,36
1366439-1-620829,HMS PANAMA CORP,36
E-8-105238,GLORIA PITTA,36
155632094-2-2016,DECOMETALES D MT S.A.,36
43223-42-290924,OXIGAS S A,36
155675251-2-2019,"TEK SOLAR, S.A.",36
341177-1-416146,H KENT INC,36
2632929-1-838402,"ELEGANCE BOUTIQUE, S.A.",36
2346119-1-797053,NATUPROS S.A.,36
1898559-1-722192,"TOPKAPI INTERNATIONAL, SA",36
1850145-1-713569,POPEYES HOLDING PANAMA  S A,36
155614885-2-2015,N M J S.A./ZONA FRANCA MALLA,36
4-270-203,MARIANELA MARTINEZ,36
128856-1-382436,MONTEMAR E HIJOS,36
972170-1-530238,ESENCIA PURA  S A,36
38237-44-270957,INVERSIONES LEY S S A,36
8-NT-1-21259,UNIVERSIDAD AUTONOMA DE CHIRIQUI,36
1164701-1-574749,IQRA DE PANAMA  S A,36
C01888119,IVETT AUXILIADORA ORTIZ,36
2664406-1-842651,GLOBAL BUSINESS DEVELOPMENT,36
666145-1-462040,COMBUSTIBLES ECOLOGICOS DE PANAMA S A,36
PE111-645,ALEX CHUNG/ELECTRONICA PANAMERICANA,36
2365825-1-799511,PANAMA GOLDEN ENTERPRISES S.A.,36
1910509-1-724393,COMERCIALIZADORA & FRANQUICIAS LATINOAMERICA S A,36
155594780-2-2015,PAVIMENTOS YOCAMAR PANAMA S.A.,36
4-154-238,LIZBETH ARACELLY FRAUCA,36
8-906-44,JUAN GABRIEL GAN CHONG,36
8-870-2282,ASEM JORGE YAU HOU,36
8-521-465,ARIEL GUILLERMO GOMEZ,36
52090-108-323391,PAAL .S.A,36
2641133-1-839512,"DASA CONSTRUCCIONES, S.A.",36
155586677-1,ALMACEN TOTO ALMIRANTE,36
2-713-547,SILKA MENDIETA/NCO INTERNATIONAL GROUP,36
N-19-2405,AUTOCENTRO SAN FERNANDO,36
155649211-2-2017,GOLD  PANAMA,36
2608861-1-835063,IMPORTADORA ITALO A.S.A,36
501-422-110845,ENVASES S A,36
2301149-1-789955,COMERCIALIZADORA INDT. U. S A,36
155596042-2-2015,PROMONTAJE PANAMA S.A.,36
528335-1-963144,ROMARIN INTERNACIONAL  S A,36
8-1532-10,RUBEN NAVARRO ULLOA,36
155600822-2-2015,INTELLIGENT TRANS. OVERSEAS,36
68281-1-2657,INDICASAT,36
44-242-5856,COCA COLA FEMSA DE PANAMA SA,36
2675760-1-844377,VIDAKTIVA PANAMA INC,36
30114-77-236028,DESIGN INSTALLATION AND CONSULTING,36
53149-113-326907,DISTRIBUIDORA AQUA CONCEPTOS S A,36
C02163307,KIRLIA AZUCENA HERNANDEZ AGUILAR,36
155627560-2-2016,"CEDI LATAM, SA",36
8-87-808,MIGUEL ANGEL LEMUS,36
536884616,JAMES ARCHER,36
8-782-1642,EVA MARIA MORENO PINZON/LA ESQUINA DE AHORRO,36
1886789-1-720190,PETROLEOS INDEPENDIENTES DE PANAMA S A,36
1764397-1-698898,PROSEIL  S A,36
2563544-1-828195,"BIZ TOOLS, S.A.",36
155597109-2-2015,"ECO LIMPIO, SA",36
3-103-305,ANA TERESA FUNG,36
4-793-353,WALLID MOHAMMAD HUSEIN ALARAJ RABIE,36
155665951-2-2018,"CALZADOS CENTROAMERICA, S.A.",36
932239-1-521893,SOLUCIONES CONSTRUCTIVAS  S A,36
1925998-1-727197,PACIFIC YACHTS PANAMA  S A,36
2631187-1-838132,MERCADE. EN AUTO SERVICIO S A,36
155604118-2-2015,"LA LEANDRA, S.A.",36
N-17-59,MARIA MACLOVIA MENDOZA CASTRO,36
E-8-73383,Weiping Zhu,36
TH9787543,FUKUTARO NISHIJIMA,36
E-8-92096,ALMACEN EL DIAMANTE,36
2076863-1-752501,VANCHO MOTORS S A,36
8-908-2297,DELIPAN ORIENTAL,36
1738341-1-693839,PLUG INN CORPORATION,35
45102-2-298682,VENTANAS EL AGUILA S A,35
426918-1-428180,MEDLINE SOLUTIONS PANAMA INC,35
281048-1-407421,OPTICA SUNSHINE DE PANAMA S A,35
155669338-2-2018,SUMINISTROS PRODUCTIVOS PANAMA,35
E-8-83579,HUITING TANG*AMP. IMPORKAM*,35
18761-40-173048,ELECTRO TECNICAL SERVICES S.A.,35
155622937-2-2016,AUTANA GROUP S.A.,35
2128075-1-761486,"DISTRIBUIDORA VICMARI, S.A.",35
48100-96-309711,HIGH LEVELS CORP,35
155644500-2-2017,COMERCIOS Y SERV.GENERALES S.A,35
1197799-1-581374,FERRETERIA PUERTO S A,35
G00914292,SHARON SADOVITCH,35
1828868-1-710173,EAS SERVICIOS Y SUMINISTROS  S A,35
2573137-1-829793,MARCA DE LUJO S.A.,35
155620127-1-2015,PSED S.A.,35
1016616-1-539525,ALPHA ONE COMMUNICATIONS INC  S A,35
766454-1-484104,GRUPO ROBLE DE PANAMA  S A,35
2160188-1-766798,DHC INTERNACIONAL S.A,35
42654-72-288777,PROYECCIONES TECNOLOGICAS S A,35
845924-1-492181,BALUCCHI PREZIOSI  S A,35
15191-202-146743,INMOBILIARIA STHEVALI S A,35
1951220-1-731840,MAQUINARIA Y EQUIPOS DEL PACIFICO  S A,35
3439-2-12694,FUNDACION ALBERTO Y PAMELA BTESH,35
53160-2-326941,DRAGON ROJO,35
155585427-2-2014,"MIOVI, SA",35
2067526-1-750895,R.R.E.C.S.A.,35
155647455-2-2017,"QUALITALIA, S.A.",35
8-457-245,MIROSLY CARVAJAL CASTILLO,35
428513-1-428442,GRUPO FARMA INVESTMENT S A,35
7-70-2761,EVELIA GUERRA,35
1330938-1-612951,M  & K  INTERNATIONAL  S A,35
8-918-372,CHRISTIAN JOEL LUO WWU/NVA MOYORISTA JANETH,35
858922-1-506773,TECNOLOGIA SANITARIA  S  A,35
2113609-1-758945,CORPOMEDICAL PANAMA S A,35
1591236-1-664531,MELY FASHION S A,35
2022760-1-743631,ADITIVOS Y PROTECCIONES DEL ISTMO S A,35
1015348-1-539247,DESARROLLO URBANO TOCUMEN  S A,35
790270-1-491152,AGROMAR PANAMA S A,35
50888-50-319543,SCHWARZ LABORATORIO AUTOINDUSTRIAL S A,35
E-8-96861,ZHI HUA ZHANG /DISTRIBUIDORA 3H,35
2602945-1-834143,PP PANAMA INC,35
